iteration,loss-average
289,5.195571819657479
290,5.188181236306932
291,5.181076222878401
292,5.1737644175065265
293,5.166592134374902
294,5.159446910492336
295,5.1526380439225035
296,5.145379855874253
297,5.138367510984551
298,5.131435159849333
299,5.124300440874758
300,5.117423200520398
301,5.110385176573467
302,5.10342110821961
303,5.0965864030199395
304,5.0897244553092715
305,5.083176023713462
306,5.07672167262701
307,5.069963507179841
308,5.063175013937489
309,5.057009408327318
310,5.05043226566248
311,5.0433343144715455
312,5.036815705956162
313,5.030329050421633
314,5.02347192581884
315,5.017134710431736
316,5.010365815356402
317,5.003877590464679
318,4.997527102788076
319,4.991075772997329
320,4.984627031661528
321,4.978222340454567
322,4.972268180358123
323,4.965889022729354
324,4.959754473628527
325,4.954144007492748
326,4.948337113060666
327,4.942569061213882
328,4.936823053372173
329,4.930705525028729
330,4.92454787929561
331,4.918310911883038
332,4.912213046153922
333,4.906758835737435
334,4.90104192913377
335,4.895582716985421
336,4.890098125633994
337,4.884259168187232
338,4.878772318563722
339,4.872957850891178
340,4.867014378001163
341,4.861609639223488
342,4.855825515057792
343,4.8502912458149865
344,4.845201419357549
345,4.839380364450623
346,4.833992665227406
347,4.828518418383429
348,4.8232599053319225
349,4.8173242921099275
350,4.811840213952054
351,4.8067163380635165
352,4.8015515547592775
353,4.796067522641753
354,4.790665304803054
355,4.785210446735557
356,4.779623396690617
357,4.773984675552459
358,4.768566799210599
359,4.763117128418037
360,4.757461814810858
361,4.751810020760124
362,4.74620355171394
363,4.740592501385838
364,4.73513885715341
365,4.729102862389492
366,4.723275039455668
367,4.717662821595021
368,4.7118197351460305
369,4.7061896026501415
370,4.700194329655367
371,4.69469591143079
372,4.688687516044581
373,4.6827275722575035
374,4.676878864165625
375,4.6704596645678595
376,4.664643006295423
377,4.658888188237996
378,4.65313022999997
379,4.647154102679634
380,4.641305174983952
381,4.635525027142232
382,4.62910492424343
383,4.623156832258806
384,4.616675455638654
385,4.610082684440919
386,4.603828601552882
387,4.597728534801366
388,4.592185001550407
389,4.58604039247704
390,4.5796802261069915
391,4.573639409365613
392,4.567844445198687
393,4.56151949484757
394,4.5551578221442215
395,4.548875374929852
396,4.542078966369243
397,4.5358084434078245
398,4.529723221652706
399,4.523807588320116
400,4.517502340713259
401,4.510793002822333
402,4.504329650929338
403,4.498048418704819
404,4.491793142621983
405,4.485613972274426
406,4.479272979221149
407,4.4723416143327706
408,4.466208170870578
409,4.45986895084306
410,4.453977140521267
411,4.4474469408199715
412,4.440763159703158
413,4.433968198327943
414,4.427308201579401
415,4.420863201411949
416,4.4147485268002145
417,4.408543314183521
418,4.402242135933908
419,4.3959717664055376
420,4.389463769065708
421,4.382903379335029
422,4.376468217860999
423,4.370169179202631
424,4.363680283457324
425,4.3567701135334165
426,4.350222622868583
427,4.343992019898517
428,4.337566376430478
429,4.330995312421154
430,4.32473455992029
431,4.318441055855673
432,4.3121972328312115
433,4.305299592114406
434,4.298837045287072
435,4.292797190215071
436,4.286055726429384
437,4.279169317253579
438,4.272210861290283
439,4.2658729081788564
440,4.259507700495932
441,4.252968135475271
442,4.246395277320515
443,4.239642401528743
444,4.233054728897948
445,4.2263173184401674
446,4.219821453409865
447,4.213395443271721
448,4.206584342496496
449,4.200299950454
450,4.193652974539098
451,4.18694087429209
452,4.18021435252921
453,4.173965044993701
454,4.167656383131913
455,4.1608989576406
456,4.15411800832635
457,4.147715516857943
458,4.1408526867759115
459,4.1342188329229
460,4.127541893970436
461,4.120723950034814
462,4.114027368449279
463,4.107848539029208
464,4.100978910320157
465,4.0945381361298665
466,4.087922885148907
467,4.081436196015875
468,4.0744653938866335
469,4.067126009333486
470,4.0608646420627705
471,4.05426668534975
472,4.047229484539178
473,4.0402978276258
474,4.033635695650616
475,4.026986056841363
476,4.020361073405951
477,4.014244976281704
478,4.007828246540615
479,4.001052647796326
480,3.994351258841865
481,3.987377203254261
482,3.9806647277011384
483,3.973986899913473
484,3.967525817692181
485,3.961123919273518
486,3.953993354111314
487,3.9475816770315295
488,3.9410092701754693
489,3.934358412507861
490,3.9281663185298594
491,3.9218648501457127
492,3.915027890171302
493,3.908216084732988
494,3.901466767768553
495,3.894362019662938
496,3.88815470995663
497,3.881915630230459
498,3.87565698395428
499,3.868990912108141
500,3.8628873103729364
501,3.8566468247169303
502,3.849817304474728
503,3.843590144405131
504,3.8371815745111078
505,3.8309624114428216
506,3.8244534794905154
507,3.8179941311607757
508,3.811353648943444
509,3.80508819057334
510,3.7990096678049636
511,3.792987541389172
512,3.7867501259953484
513,3.780053795922646
514,3.7735581019698303
515,3.7672427569622937
516,3.7610128968257945
517,3.7539274998817103
518,3.7474926438080263
519,3.741074318451092
520,3.73480893578843
521,3.728405293808196
522,3.721832416699427
523,3.7160669138045863
524,3.710001481633536
525,3.703989613850841
526,3.697896462504
527,3.691564437337172
528,3.6853754987872667
529,3.6801170330391213
530,3.6745654297593204
531,3.668417518304637
532,3.6628905070498723
533,3.6568278787554935
534,3.651311837003748
535,3.6451535621472178
536,3.6396965177063363
537,3.6339153408388425
538,3.628208531557771
539,3.6226160539655563
540,3.616822348952224
541,3.61034808077567
542,3.604774329342346
543,3.5991924907886417
544,3.593409231106536
545,3.5874597161850277
546,3.5816422425949694
547,3.575856360671842
548,3.570256696761018
549,3.5650213826576453
550,3.559467538943091
551,3.55371215766191
552,3.5478670586050463
553,3.542198261134117
554,3.5367862531563077
555,3.5311727223833422
556,3.5254199783086
557,3.5205787073053556
558,3.5157275074191974
559,3.5100980730850226
560,3.50433726324228
561,3.499324642313677
562,3.494121441284115
563,3.4884832494045384
564,3.4828624539309128
565,3.477663818247985
566,3.4730342527060847
567,3.4679451964132544
568,3.4631571819579507
569,3.4581308509103446
570,3.453092927762682
571,3.447349402833222
572,3.441914048649543
573,3.436737385909279
574,3.4315858834684985
575,3.426255633694636
576,3.4208118188951944
577,3.4154056409203055
578,3.4101693750638744
579,3.4057211660141347
580,3.4005035522717937
581,3.3954496427253815
582,3.39070361564541
583,3.3852968891042914
584,3.3807019180046396
585,3.3757075466977695
586,3.370479524761617
587,3.3662697309430203
588,3.360980373769228
589,3.356397432591756
590,3.3516249593656413
591,3.346648119472457
592,3.3419521098646854
593,3.336923246424105
594,3.3319280695357842
595,3.327315484326099
596,3.3223675995510757
597,3.3173670907073323
598,3.3131280176309787
599,3.3080175387679223
600,3.3031987884106546
601,3.2983436663640604
602,3.2937462502816524
603,3.2890384795881533
604,3.283933812634635
605,3.2794353417270963
606,3.27489178564939
607,3.2694265179143076
608,3.265367805327933
609,3.2607201105144044
610,3.2564066015154807
611,3.2517902111233545
612,3.246983317347054
613,3.2432775148306794
614,3.239262608645699
615,3.234938300648505
616,3.230365739126196
617,3.2256857591291337
618,3.2208316680462823
619,3.2164202512838678
620,3.2121623609371452
621,3.208228809915912
622,3.204168222365055
623,3.1995598935851732
624,3.195314818073699
625,3.1911850042943177
626,3.1869042128769496
627,3.1830368771393083
628,3.178819346383632
629,3.1744519867463032
630,3.1699086123708744
631,3.165968137991804
632,3.162176472795139
633,3.1585243701886014
634,3.1545003633451323
635,3.150686922583662
636,3.1471706073039853
637,3.143223839177986
638,3.1393085611172653
639,3.135354410654503
640,3.1307698142779605
641,3.126864974022675
642,3.1230667692764134
643,3.1193026432491004
644,3.11538339202749
645,3.1115824990892844
646,3.1075837955033725
647,3.103748398050947
648,3.1004652391719594
649,3.096974930627229
650,3.0933799296953484
651,3.0888975373239753
652,3.0851151825095027
653,3.0812015322330306
654,3.077804263406302
655,3.074182076110283
656,3.070559562441471
657,3.06695730921907
658,3.0629180821631063
659,3.059373157600228
660,3.056249091855755
661,3.052603124415308
662,3.048967582045715
663,3.044989134488053
664,3.041488457823988
665,3.0386202765733916
666,3.035495723939568
667,3.032527947369712
668,3.028514980737991
669,3.0249196166548478
670,3.0214717337745705
671,3.017989930935016
672,3.0146037851559764
673,3.0117136860382447
674,3.008725391626562
675,3.004694224858484
676,3.0012618126818706
677,2.997955369343577
678,2.994700029733195
679,2.9910665100192686
680,2.9878244120347643
681,2.984732347736635
682,2.981767713675579
683,2.9790354021953416
684,2.9756174806351994
685,2.972516454569859
686,2.9691754060647044
687,2.966452206781301
688,2.962413575548507
689,2.959548456045593
690,2.956457283219847
691,2.9534250680592953
692,2.9503642857380266
693,2.947459285408398
694,2.944377857497471
695,2.941268450905993
696,2.9377060575806224
697,2.9351621586732723
698,2.9316287648955592
699,2.928714087012809
700,2.9255704845938424
701,2.9226323952907594
702,2.9196915080966144
703,2.916438464105642
704,2.913427597388531
705,2.910007506591884
706,2.906648364646386
707,2.903200827880192
708,2.8999567576116503
709,2.896516209533697
710,2.8937160857290705
711,2.8914336715157094
712,2.888791627380744
713,2.8857048779324947
714,2.882258391877446
715,2.8788149080380045
716,2.875643059340135
717,2.873288484247998
718,2.870823696847584
719,2.868183428927173
720,2.865397830989193
721,2.8625752717082764
722,2.859446047348635
723,2.8567788825738423
724,2.854080737211489
725,2.8513442152406965
726,2.848042144397186
727,2.8456386726487692
728,2.842635434603814
729,2.8397576786094914
730,2.8365278603110444
731,2.8331352013592177
732,2.8305941728233663
733,2.8276449518730025
734,2.824978127855379
735,2.823073091589165
736,2.820098377499081
737,2.817401148566043
738,2.814774572585689
739,2.812289796809329
740,2.8096439163775977
741,2.806676307367673
742,2.8043689082726266
743,2.801240051950131
744,2.7981296939271805
745,2.795496772862052
746,2.7930304123102063
747,2.7902215475713876
748,2.7872419333237564
749,2.7839607310555965
750,2.781123470665747
751,2.7782635144131373
752,2.7755515947642175
753,2.77303353619657
754,2.7700845956667304
755,2.767932644353982
756,2.765718684841536
757,2.763215023005362
758,2.760774170726407
759,2.75848747358965
760,2.7560069235654887
761,2.7536884942692885
762,2.7513598472934486
763,2.7489776422222745
764,2.7471884828257047
765,2.7448209546624156
766,2.7423538683023216
767,2.73925232011108
768,2.736813937183895
769,2.734725554253205
770,2.732602792855336
771,2.7298070116030266
772,2.727318615587885
773,2.7255766179709515
774,2.723208997926901
775,2.7202423870525307
776,2.7182280479632137
777,2.715972952603009
778,2.713246101049118
779,2.711009796887022
780,2.7081534744310316
781,2.705800321438688
782,2.7033424017866476
783,2.701183341073913
784,2.6984800506486137
785,2.695413054692404
786,2.692521582081222
787,2.6900134231980815
788,2.6877303552040908
789,2.6851984730145597
790,2.682768068846627
791,2.680376516673796
792,2.6784705654342535
793,2.676318643177387
794,2.674337360989193
795,2.6720598537291265
796,2.6700186696245143
797,2.6684146324060354
798,2.666232562788005
799,2.664372273676715
800,2.662322435205439
801,2.660369888898486
802,2.6582402813808312
803,2.656010448516276
804,2.6541560848447174
805,2.6518974956566734
806,2.6501382179618624
807,2.648123565098597
808,2.6456583300484557
809,2.6439233231612316
810,2.642043930680246
811,2.6402962393987943
812,2.6382237759908236
813,2.6362358345515124
814,2.6342162789551473
815,2.632010268729438
816,2.629908217003226
817,2.6277392823994896
818,2.6252318991333965
819,2.6219881683238855
820,2.6195273812071025
821,2.6170358203993667
822,2.6141962464932105
823,2.6118404431301188
824,2.610307965665527
825,2.6084050986266916
826,2.606639447215681
827,2.6047532021556443
828,2.602385573224531
829,2.6001770770386656
830,2.5984625798780803
831,2.5961417610121473
832,2.594308962184116
833,2.591255857510136
834,2.5892018299137662
835,2.5875325060306396
836,2.585282564490044
837,2.5835886243208486
838,2.5817282532016192
839,2.579834565289076
840,2.5778228206156797
841,2.575874523268613
842,2.5742265892302427
843,2.5722811704903763
844,2.5699692531734035
845,2.567188094161266
846,2.565488492548732
847,2.5641072543444854
848,2.562857867970364
849,2.561251346330256
850,2.559396388907435
851,2.5576985171671893
852,2.555510768633233
853,2.553819036041025
854,2.5517463422251114
855,2.549870732397211
856,2.5480381803820187
857,2.5464527028766732
858,2.5450976186601433
859,2.543782033894057
860,2.541870488331838
861,2.5401434768577427
862,2.5382393948190622
863,2.536854313305432
864,2.535213000736223
865,2.5331816456897602
866,2.530950286640711
867,2.5293387443630966
868,2.5268897296381883
869,2.525055848734084
870,2.52387287846503
871,2.5226393478976825
872,2.5206368211020824
873,2.518491563622912
874,2.516767533894643
875,2.514638340901076
876,2.512896442117417
877,2.511888944335859
878,2.5094578861827843
879,2.5075151264312354
880,2.5052073408017197
881,2.504323307739958
882,2.5033303312320703
883,2.5019523079814525
884,2.5002850965767673
885,2.4987426533885184
886,2.497241468419198
887,2.4966100936788047
888,2.495203826024589
889,2.493216781745918
890,2.4924381347020033
891,2.4904971726824017
892,2.48921010692193
893,2.4877748465864697
894,2.486237504561967
895,2.484607074767969
896,2.4832817087853054
897,2.4818302622316697
898,2.4807559738815677
899,2.480151264712774
900,2.4786261088338017
901,2.476244000132162
902,2.475082934483462
903,2.47386712727237
904,2.4723499182794737
905,2.4717994567409716
906,2.469992785843457
907,2.468871190357606
908,2.4680039079231344
909,2.4667221760171127
910,2.46595559023908
911,2.465039541254733
912,2.463318067522534
913,2.4628157251845346
914,2.4615799547329678
915,2.4598969453447292
916,2.4589014352555836
917,2.458627215144222
918,2.45783512204373
919,2.457308881295665
920,2.455926876223768
921,2.454795837936353
922,2.4532939010131365
923,2.4521617540719753
924,2.4506124440851407
925,2.4490775931221394
926,2.447756043968132
927,2.4469773118293086
928,2.4459445506040143
929,2.4445875387499543
930,2.4429605403629555
931,2.441262050380892
932,2.4397177313093095
933,2.43813473761452
934,2.4369863645709087
935,2.4358038291282456
936,2.4349113914616964
937,2.433299989003251
938,2.4324918555104174
939,2.432066038404481
940,2.430643812866494
941,2.4292693103655725
942,2.4278783192235687
943,2.4269970204629985
944,2.4255561982864653
945,2.4239614923962978
946,2.4227018822993482
947,2.421606667475932
948,2.4199772503816015
949,2.4187196817304755
950,2.4173864372352702
951,2.4161276653234505
952,2.41495881856758
953,2.4141139468913573
954,2.41359741883854
955,2.4128501658581927
956,2.4117309284254285
957,2.410776731113939
958,2.4097527257656473
959,2.408353993119231
960,2.40756211066743
961,2.406267171669108
962,2.4046857363549274
963,2.4041013247207856
964,2.4033855501718655
965,2.4020940718878494
966,2.401279873517414
967,2.4006970794299396
968,2.3999507178736894
969,2.3995510048544113
970,2.3977352453011465
971,2.3970934056523867
972,2.3957940937298297
973,2.3947889651053553
974,2.393977626988246
975,2.39345143748559
976,2.3924983309007954
977,2.391429742075138
978,2.391195212899834
979,2.3906648858360513
980,2.3895906275404117
981,2.3883299915566814
982,2.387107667009361
983,2.3865601042377165
984,2.3857206677474445
985,2.3846341478403716
986,2.3837056717698557
987,2.38297145587169
988,2.3820923984202107
989,2.3811493925004514
990,2.380996344835989
991,2.3799369438334343
992,2.3786015659339386
993,2.37704693821786
994,2.3758837632016716
995,2.375646919274613
996,2.375613510269919
997,2.37472576704206
998,2.373766157134874
999,2.3727300858918956
1000,2.371846767514512
1001,2.3713908569063484
1002,2.3703581889991785
1003,2.36922036096596
1004,2.3679272671087626
1005,2.366795380587693
1006,2.366475044570177
1007,2.3658797670445577
1008,2.3657009007991254
1009,2.3644621791851206
1010,2.363694031830972
1011,2.363458630045671
1012,2.362872773675531
1013,2.3623457840909974
1014,2.3616560087595193
1015,2.36095009786625
1016,2.359631803153798
1017,2.358639542647668
1018,2.3577367694186155
1019,2.357496420779511
1020,2.3569817720193775
1021,2.3569853336386215
1022,2.3560377961553023
1023,2.35577897012569
1024,2.354745300856538
1025,2.3533730081740636
1026,2.35147854929995
1027,2.350227205166368
1028,2.349112443968619
1029,2.3487105192622204
1030,2.3480849188012924
1031,2.3481743926817362
1032,2.3467738873873056
1033,2.345892901636325
1034,2.3457003071991793
1035,2.344832677283528
1036,2.3440343275327185
1037,2.342821742292794
1038,2.3419416839804468
1039,2.340475131375362
1040,2.3395630315112212
1041,2.3390540050728914
1042,2.338262390684935
1043,2.337533891757345
1044,2.3358833831040218
1045,2.334861473307847
1046,2.3344169904237213
1047,2.3336707616305667
1048,2.3324173779455015
1049,2.331844040686274
1050,2.3306468990998437
1051,2.3304808519488405
1052,2.3296216573875856
1053,2.3285219353070334
1054,2.327886278629091
1055,2.3267921150682276
1056,2.3255670561530932
1057,2.3248907522614766
1058,2.324053247007812
1059,2.3239558824384443
1060,2.3229251681481347
1061,2.322083029264237
1062,2.322097395709897
1063,2.320667073085616
1064,2.3194095000183736
1065,2.318383806394044
1066,2.3177255590533945
1067,2.3167214945733763
1068,2.3154824941023797
1069,2.314948820401362
1070,2.313652666869311
1071,2.313097544325687
1072,2.3120352165470837
1073,2.3108494486251385
1074,2.310587864887926
1075,2.3100168432163883
1076,2.3097772617002663
1077,2.3084452552083263
1078,2.307627330862827
1079,2.3057960542345843
1080,2.3048468258836574
1081,2.3040225353163017
1082,2.3036747305984404
1083,2.3035855327851777
1084,2.302506660035358
1085,2.3016526118108476
1086,2.3007572224622037
1087,2.3002565996117754
1088,2.2999991673570888
1089,2.298840859768309
1090,2.2979194701242127
1091,2.297160870722644
1092,2.2958370895722293
1093,2.2950181899972764
1094,2.2942765223719523
1095,2.2936087777597796
1096,2.2928086046154723
1097,2.29212133301297
1098,2.290928149707508
1099,2.289710478780313
1100,2.288665076158137
1101,2.2873987297817635
1102,2.2870565817547317
1103,2.285950140404366
1104,2.2844713309632834
1105,2.2836126509947134
1106,2.2832091386288105
1107,2.2831806179350917
1108,2.282262894286412
1109,2.279987559038623
1110,2.2799286747096574
1111,2.278616256916148
1112,2.2778077352598807
1113,2.2766835769002034
1114,2.275548499264787
1115,2.274921619703075
1116,2.273978579574333
1117,2.273448448938962
1118,2.272339774302224
1119,2.271409899859575
1120,2.270809725772906
1121,2.270002996856508
1122,2.2690285102683765
1123,2.267865893744955
1124,2.266671483470459
1125,2.2658317290329832
1126,2.2655158144764322
1127,2.2649163202923113
1128,2.264142377431387
1129,2.262987308889717
1130,2.262423664854257
1131,2.2617398535368474
1132,2.2608617840662077
1133,2.259941256491878
1134,2.2590478179053144
1135,2.25873557397244
1136,2.25841781134553
1137,2.257462587976896
1138,2.2571000469564937
1139,2.2564379358870537
1140,2.255655228385438
1141,2.254981906914043
1142,2.2536477230680596
1143,2.252418881956613
1144,2.2505059041359012
1145,2.250408529621603
1146,2.2490130346959805
1147,2.247918853790269
1148,2.2476417921365215
1149,2.2459477615687544
1150,2.2458653274860607
1151,2.2451352949155265
1152,2.2445551035512126
1153,2.243816647544947
1154,2.2427809756429373
1155,2.2425781662268194
1156,2.241846170773377
1157,2.241214846189086
1158,2.240237833582321
1159,2.2391215553805233
1160,2.2386951890693605
1161,2.2377297979756565
1162,2.236644788197784
1163,2.2354363484579984
1164,2.2349893917372516
1165,2.2343914668099165
1166,2.2335569871593868
1167,2.2327232516672977
1168,2.2319727478155924
1169,2.2305920123035556
1170,2.2290322779611103
1171,2.228824782273714
1172,2.2282452072138725
1173,2.2273962330546415
1174,2.2265159967633
1175,2.225686266961701
1176,2.2244447221797174
1177,2.2237800140611963
1178,2.2227853441083414
1179,2.2218888546791775
1180,2.2217250930122296
1181,2.221102808864387
1182,2.220279938630703
1183,2.2197778242025716
1184,2.2194868819763327
1185,2.219269793720351
1186,2.218815162044247
1187,2.217917066391558
1188,2.2170316302227233
1189,2.2161456017671335
1190,2.215261958797648
1191,2.2148239834156405
1192,2.214030754823072
1193,2.2131782317294797
1194,2.21250513168687
1195,2.2125002816623858
1196,2.2116053451895996
1197,2.2108538586700237
1198,2.209083404345134
1199,2.2076899890887365
1200,2.2070443994891518
1201,2.206031577562296
1202,2.205214888691409
1203,2.204906476957315
1204,2.2048597704909834
1205,2.2044560508044304
1206,2.2041752755830193
1207,2.2029104212706994
1208,2.202200868545969
1209,2.2008216270234384
1210,2.1997222219564194
1211,2.198389759099933
1212,2.196907568204128
1213,2.1960676805805854
1214,2.1949833363989053
1215,2.193699021347868
1216,2.1936230918013426
1217,2.192172180716048
1218,2.1914885462142757
1219,2.1912242202362795
1220,2.1904296401970935
1221,2.1899786485589234
1222,2.1885861352572396
1223,2.187910697418428
1224,2.187652940280057
1225,2.1862495108766167
1226,2.185132424139614
1227,2.184814208449485
1228,2.1836701570228048
1229,2.1828352367390993
1230,2.182128656744918
1231,2.1808704410624125
1232,2.179849334273635
1233,2.1786793390508694
1234,2.1772672360345005
1235,2.175386010080595
1236,2.174346346557755
1237,2.1730915658897225
1238,2.172210677679533
1239,2.1709354485390895
1240,2.170561773976877
1241,2.170016091399561
1242,2.169458815759924
1243,2.167650368929284
1244,2.1670213033536765
1245,2.1661644645516174
1246,2.165283067884486
1247,2.164227057481997
1248,2.1628561687524006
1249,2.1626750360542326
1250,2.161501637300006
1251,2.1605620870750633
1252,2.16086414336823
1253,2.160445227047496
1254,2.1600946322523344
1255,2.159153605772449
1256,2.1589338238715383
1257,2.158050746377872
1258,2.15775716309094
1259,2.1570199227755933
1260,2.1564630089697396
1261,2.1557871713367316
1262,2.155221691314843
1263,2.154221530330954
1264,2.153010282974762
1265,2.151679670592244
1266,2.1497699346785684
1267,2.148685446591381
1268,2.1479337702065506
1269,2.1462817144465847
1270,2.1448384285997304
1271,2.1435603123714855
1272,2.1424727059775717
1273,2.141866107883716
1274,2.1403923349585248
1275,2.139883954392472
1276,2.1391672689569665
1277,2.138353885697883
1278,2.137378442543557
1279,2.136958935750181
1280,2.1360983476189785
1281,2.1354146735514257
1282,2.134030981253798
1283,2.132551142497252
1284,2.1314463785736986
1285,2.1305073046704375
1286,2.1300961026688254
1287,2.1286844996767282
1288,2.128011453985562
1289,2.126666759116056
1290,2.1256932822558783
1291,2.124815001441999
1292,2.1234428926973385
1293,2.1226888032531206
1294,2.1216956127822355
1295,2.1207361430085854
1296,2.1197570957694465
1297,2.118045061230156
1298,2.1166053950900863
1299,2.1150376905314854
1300,2.1138978873815613
1301,2.1119540828092838
1302,2.11097004132186
1303,2.1101063886719977
1304,2.108629382396666
1305,2.107224831591079
1306,2.106019637403716
1307,2.1051975816383686
1308,2.1044940625922712
1309,2.102865249493807
1310,2.10188023206344
1311,2.10086068906005
1312,2.10049790948295
1313,2.0990413828042165
1314,2.09761375300885
1315,2.0961330079093052
